,title,URL,localization,surface,price,rent,num_of_rooms,building_material,heating,floor,num_of_floors,market,year,type_of_building,condition
92,Atrakcyjne Mieszkanie Osiedle Architektów B2.4.M92,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b2-4-m92-ID4dzNq,"Rzeszów, Staroniwa, ul. Architektów","42,71 m²",358 764 zł,,2,,,4,8,pierwotny,2023,blok,
93,Capital Towers - Apartament na sprzedaż.17 piętro!,https://www.otodom.pl/pl/oferta/capital-towers-apartament-na-sprzedaz-17-pietro-ID4cdrl,"Podwisłocze, Rzeszów, podkarpackie","58,95 m²",595 000 zł,366 zł,1,,miejskie,> 10,25,wtórny,2020,,do wykończenia
94,Nowe Mieszkanie na Osiedlu Architektów B2.4.M91,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b2-4-m91-ID4dzNm,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,4,,pierwotny,2023,blok,
95,"Mieszkanie 2 pokojowe - ""Nowoczesne Pobitno""",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-nowoczesne-pobitno-ID4dkXp,"Rzeszów, Pobitno","47,79 m²",480 000 zł,520 zł,2,,miejskie,parter,17,wtórny,2020,blok,do zamieszkania
96,Nowe Mieszkanie na Osiedlu Architektów B2.4.M90,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b2-4-m90-ID4dzNj,"Rzeszów, Staroniwa, ul. Architektów","29,90 m²",275 080 zł,,1,,,4,,pierwotny,2023,blok,
97,Wygodne Mieszkanie na Osiedlu Architektów B2.4.M89,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b2-4-m89-ID4dzNa,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,4,,pierwotny,2023,blok,
98,Praktyczne Mieszkanie Osiedle Architektów B2.4.M88,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b2-4-m88-ID4dzMV,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,4,8,pierwotny,2023,blok,
99,Ustawne Mieszkanie na Osiedlu Architektów B2.4.M87,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b2-4-m87-ID4dzMR,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,4,8,pierwotny,2023,blok,
100,Przytulne Mieszkanie Osiedle Architektów B2.3.M86,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-osiedle-architektow-b2-3-m86-ID4dzMN,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,3,8,pierwotny,2023,blok,
101,Atrakcyjne Mieszkanie Osiedle Architektów B2.3.M84,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b2-3-m84-ID4dzMI,"Rzeszów, Staroniwa, ul. Architektów","42,71 m²",358 764 zł,,2,,,3,8,pierwotny,2023,blok,
102,Wygodne Mieszkanie na Osiedlu Architektów B2.3.M83,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b2-3-m83-ID4dzME,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,3,,pierwotny,2023,blok,
103,Nowe Mieszkanie na Osiedlu Architektów B2.3.M82,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b2-3-m82-ID4dzMp,"Rzeszów, Staroniwa, ul. Architektów","29,90 m²",275 080 zł,,1,,,3,,pierwotny,2023,blok,
104,Przedsprzedaż | Południe - parter z ogródkiem,https://www.otodom.pl/pl/oferta/przedsprzedaz-poludnie-parter-z-ogrodkiem-ID4dzMh,"Rzeszów, Budziwój","56,77 m²",359 000 zł,,3,pustak,gazowe,parter,1,pierwotny,2023,blok,do wykończenia
105,Wygodne Mieszkanie na Osiedlu Architektów B2.3.M81,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b2-3-m81-ID4dzMd,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,3,,pierwotny,2023,blok,
106,piękny apartament w centrum Rzeszowa,https://www.otodom.pl/pl/oferta/piekny-apartament-w-centrum-rzeszowa-ID4c1cx,"ul. Podwisłocze, Rzeszów, podkarpackie","140,80 m²",1 576 174 zł,,5,,miejskie,6,7,pierwotny,,apartamentowiec,do zamieszkania
107,Praktyczne Mieszkanie Osiedle Architektów B2.3.M80,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b2-3-m80-ID4dzM7,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,3,8,pierwotny,2023,blok,
108,Ustawne Mieszkanie na Osiedlu Architektów B2.3.M79,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b2-3-m79-ID4dzM3,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,3,8,pierwotny,2023,blok,
109,Przytulne Mieszkanie Osiedle Architektów B2.2.M78,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-osiedle-architektow-b2-2-m78-ID4dzLX,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,2,8,pierwotny,2023,blok,
110,Atrakcyjne Mieszkanie Osiedle Architektów B2.2.M76,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b2-2-m76-ID4dzL5,"Rzeszów, Staroniwa, ul. Architektów","42,71 m²",358 764 zł,,2,,,2,8,pierwotny,2023,blok,
111,Nowe Mieszkanie na Osiedlu Architektów B2.2.M75,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b2-2-m75-ID4dzKU,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,2,,pierwotny,2023,blok,
112,Nowe Mieszkanie na Osiedlu Architektów B2.2.M74,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b2-2-m74-ID4dzJh,"Rzeszów, Staroniwa, ul. Architektów","29,90 m²",275 080 zł,,1,,,2,,pierwotny,2023,blok,
113,Wygodne Mieszkanie na Osiedlu Architektów B2.2.M73,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b2-2-m73-ID4dzJa,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,2,,pierwotny,2023,blok,
114,Praktyczne Mieszkanie Osiedle Architektów B2.2.M72,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b2-2-m72-ID4dzIY,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,2,8,pierwotny,2023,blok,
115,Przytulne Mieszkanie Osiedle Architektów B2.2.M71,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-osiedle-architektow-b2-2-m71-ID4dzIF,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,2,8,pierwotny,2023,blok,
116,Ustawne Mieszkanie na Osiedlu Architektów B2.1.M70,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b2-1-m70-ID4dzIz,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,1,8,pierwotny,2023,blok,
117,Atrakcyjne Mieszkanie Osiedle Architektów B2.1.M68,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b2-1-m68-ID4dzIw,"Rzeszów, Staroniwa, ul. Architektów","42,71 m²",358 764 zł,,2,,,1,8,pierwotny,2023,blok,
118,Wygodne Mieszkanie na Osiedlu Architektów B2.1.M67,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b2-1-m67-ID4dzIm,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,1,,pierwotny,2023,blok,
119,Nowe Mieszkanie na Osiedlu Architektów B2.1.M66,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b2-1-m66-ID4dzHM,"Rzeszów, Staroniwa, ul. Architektów","29,90 m²",275 080 zł,,1,,,1,,pierwotny,2023,blok,
120,Wygodne Mieszkanie na Osiedlu Architektów B2.0.M65,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b2-0-m65-ID4dzHm,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,1,,pierwotny,2023,blok,
121,Praktyczne Mieszkanie Osiedle Architektów B2.1.M64,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b2-1-m64-ID4dzHe,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,1,8,pierwotny,2023,blok,
122,Ustawne Mieszkanie na Osiedlu Architektów B2.1.M63,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b2-1-m63-ID4dzH8,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,1,8,pierwotny,2023,blok,
123,Przytulne Mieszkanie Osiedle Architektów B2.0.M61,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-osiedle-architektow-b2-0-m61-ID4dzGp,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,parter,8,pierwotny,2023,blok,
124,Atrakcyjne Mieszkanie Osiedle Architektów B2.0.M60,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b2-0-m60-ID4dzGg,"Rzeszów, Staroniwa, ul. Architektów","42,71 m²",358 764 zł,,2,,,parter,8,pierwotny,2023,blok,
125,Wygodne Mieszkanie na Osiedlu Architektów B2.0.M59,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b2-0-m59-ID4dzFo,"Rzeszów, Staroniwa, ul. Architektów","25,54 m²",234 968 zł,,1,,,parter,,pierwotny,2023,blok,
126,Nowe Mieszkanie na Osiedlu Architektów B2.0.M58,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b2-0-m58-ID4dzFd,"Rzeszów, Staroniwa, ul. Architektów","29,90 m²",275 080 zł,,1,,,parter,,pierwotny,2023,blok,
127,Mieszkanie na Osiedlu Architektów B2.0.M57,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-b2-0-m57-ID4dzEP,"Rzeszów, Staroniwa, ul. Architektów","25,58 m²",235 336 zł,,1,,,parter,8,pierwotny,2023,blok,
128,Praktyczne Mieszkanie Osiedle Architektów B2.0.M56,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b2-0-m56-ID4dzEG,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,parter,8,pierwotny,2023,blok,
129,Ustawne Mieszkanie na Osiedlu Architektów B2.0.M55,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b2-0-m55-ID4dzEB,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,parter,8,pierwotny,2023,blok,
130,Już Gotowe !!! 51m2 - Rzeszów- ul. Bałtycka !!!,https://www.otodom.pl/pl/oferta/juz-gotowe-51m2-rzeszow-ul-baltycka-ID4bGW3,"ul. Bałtycka, Rzeszów, podkarpackie",51 m²,329 700 zł,,3,,miejskie,6,11,pierwotny,2021,blok,do wykończenia
131,Ustawne Mieszkanie na Osiedlu Architektów B1.8.M54,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b1-8-m54-ID4dzEs,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,8,8,pierwotny,2023,blok,
132,Najnowsza inwestycja mieszkaniowa - Kwiatkowskiego,https://www.otodom.pl/pl/oferta/najnowsza-inwestycja-mieszkaniowa-kwiatkowskiego-ID4bxn6,"ul. Kwiatkowskiego, Rzeszów, podkarpackie","62,35 m²",611 030 zł,,3,,miejskie,8,12,pierwotny,2022,blok,do wykończenia
133,OSTATNIA zabudowa na GRABSKIEGO! Nie przegap!,https://www.otodom.pl/pl/oferta/ostatnia-zabudowa-na-grabskiego-nie-przegap-ID4cs6I,"Rzeszów, Drabinianka, ul. Władysława Grabskiego","39,13 m²",391 300 zł,,2,,miejskie,1,8,pierwotny,2022,blok,do wykończenia
134,Samowystarczalne osiedle przy parku - nie przegap!,https://www.otodom.pl/pl/oferta/samowystarczalne-osiedle-przy-parku-nie-przegap-ID4ct80,"Rzeszów, Słocina, ul. Ignacego Paderewskiego","61,73 m²",481 494 zł,,3,,miejskie,> 10,15,pierwotny,2022,blok,do wykończenia
135,2 pokoje jasna kuchnia po remoncie os. Nowe Miasto,https://www.otodom.pl/pl/oferta/2-pokoje-jasna-kuchnia-po-remoncie-os-nowe-miasto-ID4dzBt,"Rzeszów, Nowe Miasto, ul. Witolda Świadka","31,60 m²",289 000 zł,320 zł,2,,miejskie,parter,10,wtórny,,blok,
136,"Mieszkanie w zielonej cichej okolicy, po remoncie",https://www.otodom.pl/pl/oferta/mieszkanie-w-zielonej-cichej-okolicy-po-remoncie-ID4dlmB,"Rzeszów, Załęże, ul. hr. Alfreda Potockiego","74,45 m²",560 000 zł,300 zł,4,,gazowe,2,2,wtórny,,blok,do zamieszkania
137,Tanie 2 pokoje w pobliżu Politechniki,https://www.otodom.pl/pl/oferta/tanie-2-pokoje-w-poblizu-politechniki-ID4dzAk,"Rzeszów, Śródmieście, ul. Jarosława Dąbrowskiego","35,20 m²",239 000 zł,360 zł,2,cegła,miejskie,5,5,wtórny,,blok,
138,3-pok. w super lokalizacji,https://www.otodom.pl/pl/oferta/3-pok-w-super-lokalizacji-ID4dzzo,"Rzeszów, podkarpackie",70 m²,690 000 zł,600 zł,3,cegła,miejskie,2,3,wtórny,2008,blok,do zamieszkania
139,Praktyczne Mieszkanie Osiedle Architektów B1.8.M52,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b1-8-m52-ID4dzze,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,8,8,pierwotny,2023,blok,
140,Wygodne Mieszkanie na Osiedlu Architektów B1.8.M51,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b1-8-m51-ID4dzyX,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,8,8,pierwotny,2023,blok,
141,Nowe Mieszkanie na Osiedlu Architektów B1.8.M50,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b1-8-m50-ID4dzyR,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,8,8,pierwotny,2023,blok,
142,Mieszkanie na Osiedlu Architektów B1.8.M49,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-b1-8-m49-ID4dzyP,"Rzeszów, Staroniwa, ul. Architektów","25,58 m²",235 336 zł,,1,,,8,,pierwotny,2023,blok,
143,Ustawne Mieszkanie na Osiedlu Architektów B1.7.M48,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b1-7-m48-ID4dzyK,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,7,8,pierwotny,2023,blok,
144,Atrakcyjne Mieszkanie Osiedle Architektów B1.7.M47,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b1-7-m47-ID4dzyH,"Rzeszów, Staroniwa, ul. Architektów","37,20 m²",312 480 zł,,2,,,7,8,pierwotny,2023,blok,
145,Praktyczne Mieszkanie Osiedle Architektów B1.7.M46,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b1-7-m46-ID4dzyt,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,7,8,pierwotny,2023,blok,
146,Wygodne Mieszkanie na Osiedlu Architektów B1.7.M45,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b1-7-m45-ID4dzyj,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,7,8,pierwotny,2023,blok,
147,Nowe Mieszkanie na Osiedlu Architektów B1.7.M44,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b1-7-m44-ID4dzye,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,7,,pierwotny,2023,blok,
148,Mieszkanie na Osiedlu Architektów B1.7.M43,https://www.otodom.pl/pl/oferta/mieszkanie-na-osiedlu-architektow-b1-7-m43-ID4dzy9,"Rzeszów, Staroniwa, ul. Architektów","25,58 m²",235 336 zł,,1,,,7,,pierwotny,2023,blok,
149,Ustawne Mieszkanie na Osiedlu Architektów B1.6.M42,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b1-6-m42-ID4dzy4,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,6,8,pierwotny,2023,blok,
150,Atrakcyjne Mieszkanie Osiedle Architektów B1.6.M41,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b1-6-m41-ID4dzxv,"Rzeszów, Staroniwa, ul. Architektów","37,20 m²",312 480 zł,,2,,,6,8,pierwotny,2023,blok,
151,Praktyczne Mieszkanie Osiedle Architektów B1.6.M40,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b1-6-m40-ID4dzx7,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,6,8,pierwotny,2023,blok,
152,Wygodne Mieszkanie na Osiedlu Architektów B1.6.M39,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b1-6-m39-ID4dzvW,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,6,8,pierwotny,2023,blok,
153,Nowe mieszkanie w spokojnej okolicy Rzeszów,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-spokojnej-okolicy-rzeszow-ID47ZkY,"Rzeszów, Słocina","35,83 m²",219 481 zł,"0,01 zł",2,pustak,inne,1,7,pierwotny,2022,blok,do wykończenia
154,Nowe mieszkanie w spokojnej okolicy Słocina,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-w-spokojnej-okolicy-slocina-ID3Osgg,"Rzeszów, Słocina","47,87 m²","290 517,79 zł","0,01 zł",3,pustak,inne,2,7,pierwotny,2021,blok,do wykończenia
155,Nowe Mieszkanie na Osiedlu Architektów B1.6.M38,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b1-6-m38-ID4dzvO,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,6,,pierwotny,2023,blok,
156,Przestronne mieszkanie 78 m2 w spokojnej okolicy.,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-78-m2-w-spokojnej-okolicy-ID4dzvD,"Rzeszów, podkarpackie",78 m²,560 000 zł,,3,,,1,1,wtórny,2015,,do zamieszkania
157,Ustawne Mieszkanie na Osiedlu Architektów B1.5.M36,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b1-5-m36-ID4dzvw,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,5,8,pierwotny,2023,blok,
158,Atrakcyjne Mieszkanie Osiedle Architektów B1.5.M35,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b1-5-m35-ID4dzvp,"Rzeszów, Staroniwa, ul. Architektów","37,20 m²",312 480 zł,,2,,,5,8,pierwotny,2023,blok,
159,Praktyczne Mieszkanie Osiedle Architektów B1.5.M34,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b1-5-m34-ID4dzvj,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,5,8,pierwotny,2023,blok,
160,Wygodne Mieszkanie na Osiedlu Architektów B1.5.M33,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b1-5-m33-ID4dzvf,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,5,8,pierwotny,2023,blok,
161,Nowe Mieszkanie na Osiedlu Architektów B1.4.M32,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b1-4-m32-ID4dzvc,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,4,,pierwotny,2023,blok,
162,"Trzypokojowe mieszkanie, Nowe Miasto 64 m2",https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-nowe-miasto-64-m2-ID4dzwp,"Rzeszów, Nowe Miasto","63,90 m²",399 000 zł,450 zł,3,,miejskie,parter,11,wtórny,1974,blok,do wykończenia
163,Ustawne Mieszkanie na Osiedlu Architektów B1.4.M30,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b1-4-m30-ID4dzwH,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,4,8,pierwotny,2023,blok,
164,Atrakcyjne Mieszkanie Osiedle Architektów B1.4.M29,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b1-4-m29-ID4dzwG,"Rzeszów, Staroniwa, ul. Architektów","37,20 m²",312 480 zł,,2,,,4,8,pierwotny,2023,blok,
165,Praktyczne Mieszkanie Osiedle Architektów B1.4.M28,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b1-4-m28-ID4dzwC,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,4,8,pierwotny,2023,blok,
166,Wygodne Mieszkanie na Osiedlu Architektów B1.4.M27,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b1-4-m27-ID4dzwx,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,4,8,pierwotny,2023,blok,
167,Nowe Mieszkanie na Osiedlu Architektów B1.4.M26,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b1-4-m26-ID4dzww,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,4,,pierwotny,2023,blok,
168,Ustawne Mieszkanie na Osiedlu Architektów B1.3.M24,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b1-3-m24-ID4dzwn,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,3,8,pierwotny,2023,blok,
169,Atrakcyjne Mieszkanie Osiedle Architektów B1.3.M23,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b1-3-m23-ID4dzw7,"Rzeszów, Staroniwa, ul. Architektów","37,20 m²",312 480 zł,,2,,,3,8,pierwotny,2023,blok,
170,Praktyczne Mieszkanie Osiedle Architektów B1.3.M22,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b1-3-m22-ID4dzw0,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,3,8,pierwotny,2023,blok,
171,Wygodne Mieszkanie na Osiedlu Architektów B1.3.M21,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b1-3-m21-ID4dzuY,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,3,8,pierwotny,2023,blok,
172,Nowe Mieszkanie na Osiedlu Architektów B1.3.M20,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b1-3-m20-ID4dzuW,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,3,,pierwotny,2023,blok,
173,Ustawne Mieszkanie na Osiedlu Architektów B1.2.M18,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b1-2-m18-ID4dzuR,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,2,8,pierwotny,2023,blok,
174,Atrakcyjne Mieszkanie Osiedle Architektów B1.2.M17,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b1-2-m17-ID4dzuP,"Rzeszów, Staroniwa, ul. Architektów","37,20 m²",312 480 zł,,2,,,2,8,pierwotny,2023,blok,
175,Praktyczne Mieszkanie Osiedle Architektów B1.2.M16,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b1-2-m16-ID4dzuB,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,2,8,pierwotny,2023,blok,
176,Wygodne Mieszkanie na Osiedlu Architektów B1.2.M15,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b1-2-m15-ID4dzus,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,2,8,pierwotny,2023,blok,
177,"2 pokoje, komórka i balkon",https://www.otodom.pl/pl/oferta/2-pokoje-komorka-i-balkon-ID4dy46,"Gościnna, Rzeszów, podkarpackie","42,31 m²",270 000 zł,,2,pustak,gazowe,3,4,pierwotny,2022,blok,do wykończenia
178,Nowe Mieszkanie na Osiedlu Architektów B1.2.M14,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-osiedlu-architektow-b1-2-m14-ID4dzun,"Rzeszów, Staroniwa, ul. Architektów","62,95 m²",502 341 zł,,4,,,2,,pierwotny,2023,blok,
179,Ustawne Mieszkanie na Osiedlu Architektów B1.1.M12,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-na-osiedlu-architektow-b1-1-m12-ID4dzui,"Rzeszów, Staroniwa, ul. Architektów","30,40 m²",279 680 zł,,2,,,1,8,pierwotny,2023,blok,
180,Mieszkanie 3 pokoje - 5 630zł/m2 | Podłogówka,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-5-630zl-m2-podlogowka-ID4dzti,"Rzeszów, Drabinianka, ul. kard. Karola Wojtyły","65,54 m²",369 000 zł,,3,pustak,gazowe,2,2,pierwotny,2022,blok,do wykończenia
181,"Mieszkanie 72m + garaż, komórka, dostępne od ręki",https://www.otodom.pl/pl/oferta/mieszkanie-72m-garaz-komorka-dostepne-od-reki-ID44uzh,"ul. Architektów, Rzeszów, podkarpackie",72 m²,475 000 zł,,4,,,7,7,pierwotny,,blok,do wykończenia
182,Atrakcyjne Mieszkanie Osiedle Architektów B1.1.M11,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-osiedle-architektow-b1-1-m11-ID4dzte,"Rzeszów, Staroniwa, ul. Architektów","37,20 m²",312 480 zł,,2,,,1,8,pierwotny,2023,blok,
183,Praktyczne Mieszkanie Osiedle Architektów B1.1.M10,https://www.otodom.pl/pl/oferta/praktyczne-mieszkanie-osiedle-architektow-b1-1-m10-ID4dzsL,"Rzeszów, Staroniwa, ul. Architektów","42,70 m²",358 680 zł,,2,,,1,8,pierwotny,2023,blok,
184,Wygodne Mieszkanie na Osiedlu Architektów B1.1.M9,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-na-osiedlu-architektow-b1-1-m9-ID4dzsG,"Rzeszów, Staroniwa, ul. Architektów","65,73 m²","524 525,40 zł",,3,,,1,,pierwotny,2023,blok,
